,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Survived
394,2,0.8687715712439441,0,0,-0.3582524947033489,0,0,1,1
395,3,-1.4811487736949125,0,2,-0.2693059776222975,1,0,1,1
396,1,0.7171638070543405,0,1,0.37287856193147145,0,0,1,1
397,3,-2.087579830453327,1,1,-0.4442502717521636,0,0,1,1
398,2,-2.087579830453327,2,1,0.07483787642428354,1,0,1,1
399,3,-1.8601681841689215,0,2,-0.24136466335599865,0,0,1,1
400,3,-0.34409054227288505,1,0,-0.3629093804143987,0,1,0,1
401,1,1.2477909817179533,0,0,-0.15707503198599704,1,0,1,1
402,2,0.26234051448552953,0,0,-0.4094782375248968,0,0,1,1
403,3,-0.7231099527468942,1,0,-0.5053318474925773,0,0,1,1
404,2,-1.9359720662637234,1,1,-0.16732018055030665,1,0,1,1
405,1,1.1719870996231514,0,0,-0.13526590482400858,0,0,0,1
406,1,2.233241448950377,0,0,2.0776861850668618,0,0,0,1
407,3,-0.34409054227288505,0,0,-0.5072728374569428,0,1,0,1
408,3,-0.798913834841696,0,0,-0.5016845746036831,1,0,1,1
409,3,-0.1924827780832814,0,0,-0.3016713333140937,1,0,0,1
410,3,-0.9505215990312996,0,0,-0.5072728374569428,0,1,0,1
411,1,0.8687715712439441,0,0,-0.07418246632931041,1,0,0,1
412,2,0.489752160769935,0,0,-0.2604578947713029,0,0,1,1
413,1,0.18653663239072774,1,0,1.4583986211771827,0,0,0,1
414,3,-0.11667889598847957,0,0,-0.504013017459208,0,0,1,1
415,1,0.26234051448552953,0,0,0.7694906159073086,0,0,0,1
416,3,-0.9505215990312996,0,0,-0.5016845746036831,1,0,1,1
417,1,0.7171638070543405,1,0,1.024842561478445,1,0,1,1
418,2,-0.7231099527468942,0,0,-0.45604709463539495,1,0,1,1
419,1,0.489752160769935,1,0,0.9032978444200448,0,0,1,1
420,3,-1.7843643020741198,4,2,-0.06696429347718322,0,0,1,1
421,2,-1.5569526557897142,0,2,-0.16266329483925682,0,0,1,1
422,3,-0.34409054227288505,1,0,-0.3629093804143987,0,1,0,1
423,2,-0.34409054227288505,0,2,-0.38153692325859795,0,0,1,1
424,1,0.6413599249595386,1,1,0.32731931764312894,1,0,1,1
425,3,0.03492886820112408,0,2,-0.36764450180539415,0,0,0,1
426,1,0.7171638070543405,0,0,0.8236650987610932,0,0,0,1
427,1,0.1107327502959259,0,0,0.9596461615237476,0,0,1,1
428,1,0.489752160769935,0,0,8.891797828834836,0,0,0,1
429,2,1.6268103921919623,0,1,-0.16732018055030665,0,0,1,1
430,3,-1.9359720662637234,4,2,-0.06696429347718322,1,0,1,1
431,3,-0.2682866601780832,1,0,-0.5068071488858379,1,0,1,1
432,1,2.233241448950377,0,1,2.2069929992284396,0,0,1,1
433,1,0.489752160769935,0,0,1.8748788123506424,0,0,1,1
434,3,-0.2682866601780832,0,0,-0.651636294499487,1,0,1,1
435,2,0.9445754533387459,0,1,-0.28839920903760174,0,0,1,1
436,3,-0.34409054227288505,0,0,-0.5072728374569428,0,1,0,1
437,1,2.612260859424386,1,0,0.8005352788114508,0,0,1,1
438,3,0.489752160769935,1,1,-0.2744285519044523,0,0,1,1
439,3,-0.7231099527468942,0,0,-0.5016845746036831,1,0,1,1
440,3,0.1107327502959259,0,0,-0.47467463747959415,1,0,1,1
441,2,1.0203793354335478,0,0,-0.4094782375248968,1,0,1,1
442,3,-0.4956983064624887,0,0,-0.5072728374569428,0,1,0,1
443,1,-0.1924827780832814,0,0,0.8171454587656233,0,0,1,1
444,1,-0.7231099527468942,1,0,1.0449454057159049,0,0,0,1
445,1,0.7171638070543405,0,0,-0.08349623775141003,1,0,1,1
446,1,1.6268103921919623,0,1,3.959068012330986,0,0,0,1
447,3,-0.34409054227288505,0,0,-0.5072728374569428,0,1,0,1
448,3,-0.34409054227288505,2,0,-0.21854592337185455,1,1,0,1
449,2,0.03492886820112408,0,0,-0.4215861403736263,0,1,0,1
450,1,-2.093644141020911,1,2,2.1713678235389087,1,0,1,1
451,1,0.7171638070543405,0,0,1.413847126956711,0,0,0,1
452,1,-0.8747177169364978,1,0,1.376903121233811,0,0,0,1
453,1,0.1107327502959259,0,0,0.4088148175865007,0,0,0,1
454,1,-0.34409054227288505,0,0,0.897398501601287,0,0,0,1
455,1,-0.798913834841696,2,2,4.23576525924729,0,0,0,1
456,3,-0.1924827780832814,0,0,-0.5053318474925773,0,0,1,1
457,2,-0.34409054227288505,1,0,-0.16732018055030665,0,0,1,1
458,1,0.18653663239072774,0,2,2.419425223332257,0,0,1,1
459,1,0.8687715712439441,1,1,1.8537682180453114,0,0,0,1
460,2,0.1107327502959259,0,0,-0.4215861403736263,0,1,0,1
461,2,-0.4956983064624887,1,1,-0.1114375520177089,0,0,1,1
462,1,0.5655560428647368,0,0,1.8748788123506424,0,0,0,1
463,2,0.5655560428647368,0,0,-0.4094782375248968,0,0,1,1
464,3,0.18653663239072774,1,1,-0.2693059776222975,0,0,1,1
465,1,-0.9505215990312996,0,1,0.4283737375729098,0,0,0,1
466,3,-0.34409054227288505,2,0,-0.21854592337185455,0,1,0,1
467,1,0.7171638070543405,1,0,1.8379348066277423,0,0,1,1
468,1,0.9445754533387459,0,0,1.8537682180453114,0,0,0,1
469,3,1.2477909817179533,0,0,-0.5016845746036831,1,0,1,1
470,2,-2.011775948358525,1,1,-0.16732018055030665,1,0,1,1
471,1,-0.34409054227288505,3,2,4.247407473524914,0,0,1,1
472,2,-0.34409054227288505,0,0,-0.4094782375248968,0,0,1,1
473,2,0.8687715712439441,0,0,-0.4094782375248968,0,0,1,1
474,3,-0.34409054227288505,1,0,-0.35173285470787913,0,0,1,1
475,3,-1.9359720662637234,1,1,-0.35545836327671904,1,0,1,1
476,1,-0.4956983064624887,0,1,0.37287856193147145,0,0,1,1
477,3,-0.34409054227288505,0,0,-0.5048661589214722,0,1,0,1
478,3,-0.34409054227288505,0,0,-0.5048661589214722,0,1,0,1
479,1,2.3848492131399808,1,0,0.7500863045265062,0,0,0,1
480,3,-0.34409054227288505,0,0,-0.5169740617702019,0,0,0,1
481,3,-0.34409054227288505,0,0,-0.5072728374569428,0,1,0,1
482,1,-0.34409054227288505,0,0,0.6392524246035206,0,0,0,1
483,1,-0.2682866601780832,1,0,0.3811063476057542,1,0,0,1
484,1,0.7171638070543405,1,0,0.8790038030426403,0,0,0,1
485,3,-0.4956983064624887,0,0,-0.5165866088790425,0,0,1,1
486,1,1.0203793354335478,0,0,3.5865953911269464,0,0,0,1
487,3,-2.087579830453327,0,2,-0.3584071033089557,0,0,0,1
488,1,0.489752160769935,1,0,0.3169959333988737,0,0,1,1
489,2,0.5655560428647368,0,0,-0.4094782375248968,0,0,1,1
490,2,-0.8747177169364978,0,0,-0.4281057803690961,0,0,0,1
491,1,0.5655560428647368,1,2,1.5836688468044224,1,0,1,1
492,3,-0.5715021885572905,0,0,-0.5064196959946785,1,0,1,1
493,1,-0.41989442436768687,1,0,1.4583986211771827,0,0,0,1
494,3,-0.34409054227288505,0,2,-0.3405563290013596,0,0,1,1
495,2,-0.040875013893677745,0,0,-0.4159978775203666,0,0,1,1
496,3,0.7929676891491423,0,0,-0.504013017459208,1,0,1,1
497,2,-1.9359720662637234,1,1,-0.3023698661707512,1,0,1,1
498,1,0.33814439658033135,1,0,1.024842561478445,0,1,0,1
499,3,1.1719870996231514,0,0,-0.504013017459208,1,0,1,1
500,2,0.4139482786751332,1,1,-0.04624115206301155,0,0,1,1
501,2,-0.798913834841696,0,2,-0.4094782375248968,0,0,1,1
502,2,-0.040875013893677745,1,0,-0.16732018055030665,0,0,1,1
503,2,-0.7231099527468942,0,0,-0.16732018055030665,0,0,1,1
504,3,0.26234051448552953,0,0,-0.5016845746036831,1,0,1,1
505,1,-0.040875013893677745,0,0,-0.15707503198599704,1,0,1,1
506,3,-0.34409054227288505,1,0,-0.35173285470787913,0,0,1,1
507,2,1.0203793354335478,1,0,-0.16732018055030665,0,0,1,1
508,1,-1.1021293632209033,1,2,1.5836688468044224,0,0,1,1
509,2,-0.34409054227288505,2,3,-0.3023698661707512,0,0,1,1
510,2,1.2477909817179533,1,1,-0.16266329483925682,0,0,1,1
511,2,-0.040875013893677745,0,0,-0.4094782375248968,0,0,1,1
512,3,-0.34409054227288505,0,0,-0.5005203531759206,1,0,1,1
513,1,-1.8601681841689215,0,2,0.873182695903828,1,0,1,1
514,2,-1.1779332453157052,0,1,-0.28839920903760174,0,0,1,1
515,1,0.4139482786751332,0,0,-0.15707503198599704,1,0,1,1
516,3,-1.7843643020741198,2,1,-0.29290148614304473,0,0,0,1
517,1,1.778418156381566,0,0,-0.08349623775141003,1,0,1,1
518,1,1.5510065100971606,1,0,1.0081560085986114,1,0,0,1
519,3,0.03492886820112408,0,0,-0.5045569417102586,1,0,0,1
520,1,0.7171638070543405,1,0,0.31443464625779627,0,0,1,1
521,2,1.6268103921919623,0,0,-0.45604709463539495,0,0,1,1
522,1,1.4752026280023587,0,0,-0.15707503198599704,1,0,1,1
523,3,-2.1065308009770276,2,1,-0.29290148614304473,0,0,0,1
524,2,0.33814439658033135,1,2,-0.13472198057295795,0,0,1,1
525,2,-0.41989442436768687,0,0,-0.3947308118551443,0,0,0,1
526,3,-2.011775948358525,0,1,-0.42275036180138875,0,0,1,1
527,3,2.612260859424386,0,0,-0.47304472748072673,0,0,1,1
528,1,-0.2682866601780832,1,0,1.0449454057159049,1,0,0,1
529,1,0.489752160769935,1,0,1.024842561478445,0,0,1,1
530,3,-1.4811487736949125,1,1,-0.35545836327671904,1,0,1,1
531,1,1.9300259205711696,1,0,0.8062800130246021,0,0,0,1
532,1,-0.9505215990312996,0,0,0.9596461615237476,0,0,1,1
533,2,0.33814439658033135,0,2,-0.16732018055030665,0,0,1,1
534,1,0.7171638070543405,0,0,-0.15707503198599704,1,0,1,1
535,3,-0.1924827780832814,0,0,0.40074164051782474,1,0,1,1
536,3,0.03492886820112408,0,0,-0.5072728374569428,1,1,0,1
537,1,0.5655560428647368,0,0,-0.16196476198259932,1,0,1,1
538,1,1.9300259205711696,1,0,0.4548397504459481,0,0,0,1
539,2,0.4139482786751332,0,0,-0.45604709463539495,0,0,1,1
540,2,0.5655560428647368,1,0,-0.16732018055030665,0,0,1,1
541,1,0.1107327502959259,0,0,1.0900389614331423,0,0,1,1
542,1,1.1719870996231514,0,1,0.4283737375729098,0,0,0,1
543,2,1.6268103921919623,0,0,-0.45604709463539495,0,0,1,1
544,2,-2.011775948358525,1,1,-0.16732018055030665,0,0,1,1
545,3,-0.34409054227288505,0,2,-0.23515610332602702,0,0,0,1
546,2,-1.6327565378845161,0,2,-0.16266329483925682,0,0,1,1
547,1,0.1107327502959259,0,0,1.3307999526944174,0,0,0,1
548,1,-0.4956983064624887,0,2,0.2704270762883756,0,0,0,1
549,1,0.5655560428647368,0,2,0.6709192474386594,0,0,1,1
550,2,0.26234051448552953,1,0,-0.16732018055030665,1,0,1,1
551,2,-0.7231099527468942,1,0,-0.16732018055030665,0,0,1,1
552,2,0.03492886820112408,0,0,-0.39341198182177495,1,0,0,1
553,2,-1.5569526557897142,1,1,0.032925905024835236,1,0,1,1
554,1,-0.8747177169364978,0,2,1.413847126956711,1,0,0,1
555,3,-0.4956983064624887,0,0,-0.5170522974501475,1,0,0,1
556,3,-0.4956983064624887,0,0,-0.5068071488858379,0,0,1,1
557,1,1.4752026280023587,1,0,0.08601440213080311,0,0,0,1
558,1,0.7929676891491423,1,1,0.8320474930409829,0,0,1,1
559,3,0.5655560428647368,1,0,-0.32751704901042017,0,0,1,1
560,3,0.26234051448552953,0,0,-0.5053318474925773,1,0,1,1
561,2,2.536456977329584,0,0,-0.45604709463539495,1,0,1,1
562,1,1.854222038476368,2,0,0.30729470908561474,0,0,1,1
563,1,0.5655560428647368,0,0,-0.16010200769817945,1,0,1,1
564,3,-0.34409054227288505,0,0,-0.5072728374569428,0,1,0,1
565,2,0.4139482786751332,0,0,-0.4094782375248968,0,0,1,1
566,1,0.7929676891491423,1,0,0.38964335049125076,0,0,1,1
567,3,0.26234051448552953,0,0,-0.504013017459208,1,0,1,1
568,2,-0.2682866601780832,1,1,-0.09281000917350966,0,0,1,1
569,1,0.7929676891491423,1,1,1.413847126956711,0,0,0,1
570,1,-0.798913834841696,0,2,0.8320474930409829,0,0,1,1
571,1,2.3848492131399808,1,1,0.8236650987610932,1,0,0,1
572,1,1.778418156381566,1,0,0.8062800130246021,0,0,0,1
573,2,0.03492886820112408,0,0,-0.03692738064091193,0,0,1,1
574,1,1.5510065100971606,1,0,0.4088148175865007,1,0,0,1
575,2,-0.34409054227288505,2,1,-0.14869263770610738,0,0,1,1
576,1,0.489752160769935,0,0,-0.15707503198599704,1,0,0,1
577,1,-0.11667889598847957,0,0,-0.08349623775141003,1,0,1,1
578,2,-0.4956983064624887,1,2,0.12288203492804223,0,0,0,1
579,1,0.8687715712439441,0,0,2.2069929992284396,0,0,1,1
580,3,-0.34409054227288505,1,0,-0.3629093804143987,0,1,0,1
581,2,-0.34409054227288505,1,2,0.5591539903734639,0,0,1,1
582,2,-1.8601681841689215,2,1,0.07483787642428354,0,0,1,1
583,1,1.0203793354335478,1,0,0.32731931764312894,1,0,1,1
584,3,-0.6473060706520923,1,1,-0.3584071033089557,1,0,0,1
585,1,-0.5715021885572905,0,0,0.8005352788114508,0,0,1,1
586,1,3.9009268550360168,0,0,-0.09281000917350966,1,0,1,1
587,1,0.26234051448552953,0,0,-0.08349623775141003,1,0,0,1
588,2,-0.040875013893677745,0,0,-0.4094782375248968,0,0,1,1
589,1,-0.34409054227288505,0,0,0.6392524246035206,0,0,0,1
590,3,-0.34409054227288505,0,0,0.40074164051782474,1,0,1,1
591,3,-2.1065308009770276,2,1,-0.29290148614304473,0,0,0,1
592,1,1.4752026280023587,1,0,0.7776401659016458,1,0,0,1
593,1,2.0816336847607735,0,0,0.009641476469586184,1,0,0,1
594,3,-0.41989442436768687,0,0,-0.5109983460257826,0,0,1,1
595,2,-0.798913834841696,0,1,-0.22320280908290438,0,0,1,1
596,3,-0.34409054227288505,0,0,-0.5057975360636823,0,1,0,1
597,1,1.6268103921919623,2,0,1.8379348066277423,1,0,1,1
598,3,-0.6473060706520923,1,0,-0.504013017459208,1,0,1,1
599,1,0.7171638070543405,1,0,0.3169959333988737,0,0,1,1
600,2,0.8687715712439441,1,1,0.07483787642428354,0,0,1,1
601,2,0.18653663239072774,0,0,-0.4094782375248968,1,0,1,1
602,3,-0.798913834841696,0,0,-0.4683096060897313,0,0,1,1
603,1,0.5655560428647368,0,1,8.891797828834836,1,0,0,1
604,1,-0.11667889598847957,0,0,0.7776401659016458,1,0,0,1
605,1,-1.0263254811261016,0,1,3.285062041336471,0,0,1,1
606,1,0.18653663239072774,1,0,0.4101336476198699,1,0,1,1
607,3,-1.8601681841689215,0,1,-0.401716140421719,0,0,0,1
608,3,-0.34409054227288505,0,0,0.40074164051782474,1,0,1,1
609,3,-0.34409054227288505,0,0,-0.507583917422441,0,1,0,1
610,1,-0.798913834841696,1,0,3.5865953911269464,0,0,0,1
611,1,0.489752160769935,0,0,-0.16196476198259932,1,0,1,1
612,2,1.2477909817179533,0,0,-0.4001644661027972,0,0,1,1
613,1,1.0203793354335478,0,0,-0.16196476198259932,1,0,1,1
614,1,-0.4956983064624887,0,0,2.1713678235389087,0,0,1,1
615,3,-0.34409054227288505,1,1,-0.36764450180539415,1,0,0,1
616,1,-0.34409054227288505,0,0,0.27050531196832117,0,0,0,1
617,1,1.4752026280023587,1,0,0.3169959333988737,1,0,1,1
618,1,0.7171638070543405,0,0,3.5865953911269464,0,0,0,1
619,2,-0.11667889598847957,0,0,-0.45604709463539495,0,0,1,1
620,2,-1.7085604199793178,0,1,-0.03692738064091193,0,0,1,1
621,1,-0.11667889598847957,1,0,0.33748623052749294,1,0,1,1
622,2,0.1107327502959259,3,0,-0.2604578947713029,0,0,1,1
623,3,-0.34409054227288505,0,0,-0.5075056817424953,0,1,0,1
624,1,0.03492886820112408,0,0,3.285062041336471,0,0,1,1
625,1,0.489752160769935,0,0,8.891797828834836,1,0,0,1
626,1,0.7171638070543405,0,0,-0.09281000917350966,1,0,1,1
627,1,-0.5715021885572905,2,2,4.23576525924729,0,0,0,1
628,3,0.18653663239072774,0,0,-0.504013017459208,1,0,1,1
629,2,0.1107327502959259,0,0,-0.4094782375248968,0,0,1,1
630,2,-1.8601681841689215,1,1,-0.22320280908290438,0,0,1,1
631,3,-1.7085604199793178,0,1,-0.4192576975181014,1,0,1,1
632,2,1.4752026280023587,1,2,0.5591539903734639,0,0,1,1
633,2,-2.1125951115446115,1,1,-0.38153692325859795,1,0,1,1
634,1,0.33814439658033135,0,0,0.9596461615237476,0,0,1,1
635,3,-0.6473060706520923,0,0,-0.5169740617702019,1,0,0,1
636,1,0.5655560428647368,1,2,1.5836688468044224,0,0,1,1
637,1,1.7026142742867643,1,0,0.8005352788114508,0,0,1,1
638,2,1.9300259205711696,1,3,-0.22320280908290438,0,0,1,1
639,3,-1.7843643020741198,0,0,-0.4192576975181014,0,0,1,1
640,1,1.0961832175283497,0,1,3.285062041336471,0,0,1,1
641,3,-1.1779332453157052,0,0,-0.5169740617702019,0,0,0,1
642,1,-0.8747177169364978,1,0,0.4101336476198699,0,0,1,1
643,3,-0.798913834841696,0,0,-0.5120079588479383,0,0,1,1
644,3,-2.087579830453327,1,2,-0.26837460048008754,1,0,1,1
645,1,1.5510065100971606,0,0,-0.16863901058367592,0,0,1,1
646,3,0.18653663239072774,0,0,-0.4898877517204517,0,0,1,1
647,2,0.18653663239072774,1,1,-0.16266329483925682,0,0,1,1
648,1,-1.3295410095053088,1,2,1.5836688468044224,1,0,1,1
649,3,-2.131546082068312,0,1,-0.4929911003582953,1,0,0,1
650,3,-0.11667889598847957,0,0,-0.5217091831611972,1,0,1,1
651,1,0.33814439658033135,1,0,0.33748623052749294,0,0,1,1
652,1,1.778418156381566,1,1,1.0900389614331423,0,0,1,1
653,3,-0.11667889598847957,0,0,-0.490275204611611,1,0,1,1
654,3,-0.11667889598847957,0,1,-0.4192576975181014,0,0,1,1
655,2,-2.087579830453327,0,2,0.037661026415830634,1,0,0,1
656,3,-0.34409054227288505,0,0,-0.5072728374569428,1,1,0,1
657,3,-1.0263254811261016,1,0,-0.3823900647208623,0,0,0,1
658,2,-2.100466490409443,1,1,-0.3023698661707512,1,0,1,1
659,1,0.7929676891491423,1,1,0.897398501601287,0,0,0,1
660,3,0.26234051448552953,0,0,0.40074164051782474,1,0,1,1
661,1,0.7171638070543405,0,0,-0.09839827202676944,1,0,0,1
662,1,0.1107327502959259,0,0,-0.07418246632931041,0,0,0,1
663,1,0.7171638070543405,1,0,1.0081560085986114,0,0,0,1
664,1,-0.9505215990312996,0,1,0.08228889356196321,0,0,1,1
665,3,-0.798913834841696,0,1,-0.47746876890622403,0,0,1,1
666,1,1.2477909817179533,1,1,2.419425223332257,0,0,1,1
667,1,1.7026142742867643,0,0,-0.15707503198599704,1,0,1,1
668,3,-0.34409054227288505,0,3,-0.29290148614304473,0,0,0,1
669,1,1.4752026280023587,0,0,-0.16863901058367592,0,0,1,1
670,2,1.0203793354335478,0,0,-0.4094782375248968,0,0,1,1
671,2,-0.11667889598847957,1,0,-0.3934902175017206,0,0,0,1
672,3,-1.8601681841689215,1,1,-0.4442502717521636,1,0,1,1
673,1,1.399398745907557,1,1,0.32731931764312894,0,0,1,1
674,2,-0.040875013893677745,1,0,-0.20457526623870512,0,0,0,1
675,3,-1.0263254811261016,0,0,-0.5170522974501475,0,0,0,1
676,1,2.0816336847607735,0,1,0.897398501601287,0,0,0,1
677,2,-0.2682866601780832,0,1,-0.16732018055030665,0,0,1,1
678,1,-0.7231099527468942,0,0,-0.09281000917350966,0,0,1,1
679,1,-0.1924827780832814,0,0,-0.09281000917350966,1,0,0,1
